Epoch,D Loss,G Loss
1,1.3933305263519287,0.009058165309640268
2,1.3863383094469706,0.010084983388272425
3,1.3860848426818848,0.00860125986315931
4,1.3793539921442668,0.009824118724403282
5,1.364900239308675,0.007456576350765924
6,1.331368056933085,0.0064433817906926075
7,1.298819931348165,0.00638426774336646
8,1.262536613146464,0.005561838582313309
9,1.1910393714904786,0.00522471812631314
10,1.224945636590322,0.0053190977545455095
11,1.2185320695241293,0.005512973701115698
12,1.2386547565460204,0.005466377494546274
13,1.239063851038615,0.005380447298133125
14,1.20144731203715,0.005528766475617885
15,1.1995159228642782,0.005875696257377664
16,1.2280246059099833,0.005595421907491982
17,1.2287570556004843,0.005681338149588555
18,1.2298200289408365,0.005137669465815027
19,1.2058624426523845,0.005679941786608348
20,1.2295474290847779,0.005328904387230674
21,1.2193753043810527,0.004890246797973911
22,1.222595719496409,0.005270707327872515
23,1.227918235460917,0.005560740001965314
24,1.2273231307665506,0.005899313685949892
25,1.2201372623443603,0.005482876882888376
26,1.2275293389956157,0.005526100657880307
27,1.2170596679051717,0.005105436919257045
28,1.2078503370285034,0.00497028623164321
29,1.2297370592753092,0.005631539210056265
30,1.2229133248329163,0.004596497374586761
31,1.1977946996688842,0.005008930577120433
32,1.2316409786542257,0.004942170119223496
33,1.2507348855336506,0.00538891211229687
34,1.2036033868789673,0.006018544139806181
35,1.2090256333351135,0.00519915564218536
36,1.2208260416984558,0.005524997242415944
37,1.176250414053599,0.005433831142727286
38,1.2410844127337137,0.005519323384699722
39,1.2408882220586142,0.005173312903692325
40,1.2294300119082133,0.005794271101088573
41,1.2133391976356507,0.005984692694619298
42,1.2116002877553305,0.005393507777868459
43,1.2161503036816914,0.005051193254378934
44,1.2112218936284382,0.004951930092647672
45,1.2536298751831054,0.005548285871433715
46,1.2221181670824686,0.005451148170201729
47,1.1717832803726196,0.005075432464946061
48,1.2197697758674622,0.005647622242880364
49,1.2140140215555826,0.005540102281762908
50,1.2262389560540516,0.005720169745230427
51,1.1627811670303345,0.005309300741646439
52,1.239275320370992,0.005509129841811955
53,1.2048631310462952,0.005639383270560453
54,1.2095158437887827,0.005789309670217335
55,1.1998833417892456,0.005363679824707409
56,1.2122873187065124,0.005196188766664515
57,1.197799833615621,0.005502368808568765
58,1.2447535236676535,0.005484535968086372
59,1.225316377480825,0.005855591129511594
60,1.2494785110155742,0.004593455543120702
61,1.2309926827748616,0.005340403287361065
